"","geoid10","Pop"
"1068",36047099200,1833
"1069",36047099400,1978
"1070",36047099600,3631
"1071",36047099800,3784
"1072",36061001001,1434
"1073",36061001002,6547
"1074",36061010000,1992
"1075",36061010300,2058
"1076",36061010400,966
"1077",36061010601,7351
"1078",36061010602,4875
"1079",36061010800,9039
"1080",36061011000,7169
"1081",36061011100,3512
"1082",36061011201,992
"1083",36061011203,1401
"1084",36061011401,1412
"1085",36061011402,2397
"1086",36061011500,2303
"1087",36061011600,3543
"1088",36061011700,3364
"1089",36061011800,8767
"1090",36061011900,1120
"1091",36061001200,3397
"1092",36061012000,3971
"1093",36061012100,8554
"1094",36061012200,3633
"1095",36061012400,10218
"1096",36061012500,2719
"1097",36061012600,12774
"1098",36061012700,6928
"1099",36061012800,6270
"1100",36061012900,6038
"1101",36061001300,4479
"1102",36061013000,4195
"1103",36061013100,2816
"1104",36061013200,10590
"1105",36061013300,6208
"1106",36061013400,11174
"1107",36061013500,6596
"1108",36061013600,15344
"1109",36061013700,6471
"1110",36061013800,12444
"1111",36061013900,9257
"1112",36061001401,3005
"1113",36061001402,2782
"1114",36061014000,7813
"1115",36061014200,4462
"1116",36061014401,4864
"1117",36061014402,6743
"1118",36061014500,5542
"1119",36061014601,4274
"1120",36061014602,7904
"1121",36061014700,2755
"1122",36061014801,2863
"1123",36061014802,7066
"1124",36061014900,5842
"1125",36061001501,5518
"1126",36061001502,7476
"1127",36061015001,2294
"1128",36061015002,5437
"1129",36061015100,8306
"1130",36061015200,7275
"1131",36061015300,9320
"1132",36061015400,13749
"1133",36061015500,9350
"1134",36061015601,5345
"1135",36061015602,2298
"1136",36061015700,10751
"1137",36061015801,5650
"1138",36061015802,3346
"1139",36061015900,9623
"1140",36061001600,8478
"1141",36061016001,3744
"1142",36061016002,3131
"1143",36061016100,6437
"1144",36061016200,9308
"1145",36061016300,6624
"1146",36061016400,6127
"1147",36061016500,6402
"1148",36061016600,7317
"1149",36061016700,6564
"1150",36061016800,5675
"1151",36061016900,8108
"1152",36061017000,7855
"1153",36061017100,8989
"1154",36061017200,5504
"1155",36061017300,8939
"1156",36061017401,5248
"1157",36061017402,2093
"1158",36061017500,10820
"1159",36061017700,9151
"1160",36061017800,3912
"1161",36061017900,9293
"1162",36061001800,8660
"1163",36061018000,7476
"1164",36061018100,8866
"1165",36061018200,6768
"1166",36061018300,8667
"1167",36061018400,7835
"1168",36061018500,4190
"1169",36061018600,5701
"1170",36061018700,8974
"1171",36061018800,6008
"1172",36061018900,11547
"1173",36061019000,3083
"1174",36061019100,8807
"1175",36061019200,3584
"1176",36061019300,9009
"1177",36061019400,6558
"1178",36061019500,8197
"1179",36061019600,3931
"1180",36061019702,2090
"1181",36061019800,1914
"1182",36061019900,10064
"1183",36061000201,3058
"1184",36061000202,7316
"1185",36061002000,4917
"1186",36061020000,2581
"1187",36061020101,1731
"1188",36061020102,3865
"1189",36061020300,3633
"1190",36061020500,5322
"1191",36061020600,2942
"1192",36061020701,3329
"1193",36061020800,4591
"1194",36061020901,3673
"1195",36061002100,6040
"1196",36061021000,6637
"1197",36061021100,10330
"1198",36061021200,4412
"1199",36061021303,5619
"1200",36061021400,3001
"1201",36061021500,3068
"1202",36061021600,7556
"1203",36061021800,6617
"1204",36061021900,6023
"1205",36061002201,6398
"1206",36061002202,2189
"1207",36061022000,5370
"1208",36061022102,2175
"1209",36061022200,2644
"1210",36061022301,7917
"1211",36061022302,3385
"1212",36061022400,6427
"1213",36061022500,10149
"1214",36061022600,3778
"1215",36061022700,4864
"1216",36061022800,5248
"1217",36061022900,8300
"1218",36061023000,8106
"1219",36061023100,5865
"1220",36061023200,7980
"1221",36061023300,6527
"1222",36061023400,4465
"1223",36061023501,6004
"1224",36061023502,1819
"1225",36061023600,6404
"1226",36061023700,6811
"1227",36061023801,9723
"1228",36061023802,1938
"1229",36061023900,2371
"1230",36061002400,5434
"1231",36061024000,1648
"1232",36061024100,7642
"1233",36061024200,3396
"1234",36061024301,3946
"1235",36061024302,7370
"1236",36061024500,14934
"1237",36061024700,7074
"1238",36061024900,1101
"1239",36061002500,4869
"1240",36061025100,2526
"1241",36061025300,11236
"1242",36061025500,5771
"1243",36061025700,3876
"1244",36061025900,3496
"1245",36061002601,3772
"1246",36061002602,4227
"1247",36061026100,12087
"1248",36061026300,8729
"1249",36061026500,7021
"1250",36061026700,2173
"1251",36061026900,8428
"1252",36061002700,1264
"1253",36061027100,8196
"1254",36061027300,6370
"1255",36061027500,2846
"1256",36061027700,7086
"1257",36061027900,10292
"1258",36061002800,7114
"1259",36061028100,2867
"1260",36061028300,7627
"1261",36061028500,7216
"1262",36061028700,4035
"1263",36061002900,6398
"1264",36061029100,11288
"1265",36061029300,9033
"1266",36061029500,6941
"1267",36061029900,3834
"1268",36061003001,4492
"1269",36061003002,3106
"1270",36061030300,3753
"1271",36061030700,3434
"1272",36061030900,8463
"1273",36061003100,2550
"1274",36061031703,7709
"1275",36061031704,5677
"1276",36061003200,8234
"1277",36061003300,5156
"1278",36061003400,6612
"1279",36061003601,3393
"1280",36061003602,3151
"1281",36061003700,2447
"1282",36061003800,9237
"1283",36061003900,5860
"1284",36061004000,8651
"1285",36061004100,7817
"1286",36061004200,5145
"1287",36061004300,4270
"1288",36061004400,16538
"1289",36061004500,1136
"1290",36061004700,2524
"1291",36061004800,7229
"1292",36061004900,4942
"1293",36061005000,5055
"1294",36061005200,3408
"1295",36061005400,4536
"1296",36061005501,4204
"1297",36061005502,2257
"1298",36061005600,3322
"1299",36061005700,2781
"1300",36061005800,3512
"1301",36061005900,5401
"1302",36061000600,11367
"1303",36061006000,4511
"1304",36061006100,5224
"1305",36061006200,4437
"1306",36061006300,6380
"1307",36061006400,8090
"1308",36061006500,6202
"1309",36061006600,11740
"1310",36061006700,5461
"1311",36061006800,7614
"1312",36061006900,2759
"1313",36061000700,8109
"1314",36061007000,8871
"1315",36061007100,5429
"1316",36061007200,8664
"1317",36061007300,6215
"1318",36061007400,4319
"1319",36061007500,4159
"1320",36061007600,2277
"1321",36061007700,5966
"1322",36061007800,8391
"1323",36061007900,4442
"1324",36061000800,10290
"1325",36061008000,5377
"1326",36061008100,8047
"1327",36061008200,3262
"1328",36061008300,4092
"1329",36061008400,1595
"1330",36061008601,2618
"1331",36061008603,4799
"1332",36061008700,6338
"1333",36061008800,7026
"1334",36061008900,5708
"1335",36061009000,7883
"1336",36061009100,6304
"1337",36061009200,1806
"1338",36061009300,8780
"1339",36061009500,3040
"1340",36061009700,5224
"1341",36061009800,7316
"1342",36061009900,1945
"1343",36081000100,4949
"1344",36081001000,3502
"1345",36081010000,3571
"1346",36081100801,2327
"1347",36081100802,8106
"1348",36081010100,2552
"1349",36081101001,9943
"1350",36081101002,4138
"1351",36081101700,5689
"1352",36081010200,2677
"1353",36081102900,3319
"1354",36081010300,3934
"1355",36081103201,6456
"1356",36081103202,6197
"1357",36081103300,4116
"1358",36081103900,6151
"1359",36081010400,3147
"1360",36081104700,7314
"1361",36081010500,4244
"1362",36081105900,3556
"1363",36081010600,3427
"1364",36081107201,2443
"1365",36081010800,2980
"1366",36081108500,2613
"1367",36081109300,3034
"1368",36081109700,1887
"1369",36081109900,3277
"1370",36081011000,3075
"1371",36081011100,3050
"1372",36081111300,2559
"1373",36081011200,2358
"1374",36081112300,2102
"1375",36081112900,2242
"1376",36081011300,4234
"1377",36081113300,1537
"1378",36081113900,3322
"1379",36081011400,1330
"1380",36081114100,2406
"1381",36081114700,1673
"1382",36081011500,2325
"1383",36081115100,1116
"1384",36081115500,2114
"1385",36081115700,3388
"1386",36081115900,3991
"1387",36081011600,2178
"1388",36081116100,4589
"1389",36081116300,9104
"1390",36081116700,2067
"1391",36081011700,3848
"1392",36081117100,2743
"1393",36081117500,4990
"1394",36081011800,2628
"1395",36081118100,1840
"1396",36081118500,2114
"1397",36081118700,2521
"1398",36081118900,2468
"1399",36081011900,1701
"1400",36081119100,3273
"1401",36081119300,2252
"1402",36081119500,1349
"1403",36081119900,1507
"1404",36081001200,3871
"1405",36081012000,2487
"1406",36081120100,1668
"1407",36081120300,1642
"1408",36081120500,3024
"1409",36081120700,2794
"1410",36081012100,2064
"1411",36081121500,4101
"1412",36081012200,2971
"1413",36081122300,3533
"1414",36081122701,10910
"1415",36081122702,6427
"1416",36081012301,2910
"1417",36081012400,2914
"1418",36081124100,3897
"1419",36081124700,3550
"1420",36081012500,1662
"1421",36081125700,3203
"1422",36081012601,2413
"1423",36081012602,2578
"1424",36081126500,1660
"1425",36081126700,4057
"1426",36081127700,3633
"1427",36081012800,2030
"1428",36081129102,3341
"1429",36081129103,3566
"1430",36081129104,4102
"1431",36081013000,1745
"1432",36081130100,3791
"1433",36081013200,1772
"1434",36081133300,3679
"1435",36081133900,1302
"1436",36081013400,5474
"1437",36081134100,3259
"1438",36081134700,9572
"1439",36081013500,1411
"1440",36081013600,1972
"1441",36081136700,5879
"1442",36081013700,1579
"1443",36081137700,6606
"1444",36081013800,3604
"1445",36081138501,4743
"1446",36081139900,1744
"1447",36081001400,3683
"1448",36081014000,3705
"1449",36081140300,2302
"1450",36081140901,914
"1451",36081140902,2603
"1452",36081014100,1621
"1453",36081141700,4475
"1454",36081014201,4348
"1455",36081014202,2838
"1456",36081142900,3624
"1457",36081014300,4065
"1458",36081143500,2199
"1459",36081014400,2109
"1460",36081144100,2926
"1461",36081144700,2927
"1462",36081014500,2246
"1463",36081145101,1360
"1464",36081145102,2468
"1465",36081145900,2772
"1466",36081146300,3000
"1467",36081146700,2736
"1468",36081014700,3054
"1469",36081147100,3341
"1470",36081147900,4241
"1471",36081014800,2265
"1472",36081148300,2863
"1473",36081014900,2674
"1474",36081015000,2458
"1475",36081150701,2930
"1476",36081150702,3178
"1477",36081015100,2794
"1478",36081015200,2721
"1479",36081152901,6401
"1480",36081152902,5126
"1481",36081015300,2145
"1482",36081015400,2333
"1483",36081015500,2251
"1484",36081155101,1806
"1485",36081155102,8185
"1486",36081015600,3218
"1487",36081156700,1790
"1488",36081015700,1543
"1489",36081157101,7216
"1490",36081157102,1996
"1491",36081157901,4800
"1492",36081157902,3836
"1493",36081157903,3944
"1494",36081015801,3737
"1495",36081015802,4398
"1496",36081015900,4136
"1497",36081001600,2831
"1498",36081016100,2377
"1499",36081161700,4297
"1500",36081162100,6197
"1501",36081016300,4382
"1502",36081016400,3313
"1503",36081016600,3278
"1504",36081016800,2684
"1505",36081016900,5539
"1506",36081017000,2600
"1507",36081017200,2101
"1508",36081017400,2244
"1509",36081017600,2143
"1510",36081017800,1925
"1511",36081017900,1054
"1512",36081001800,2931
"1513",36081018000,1090
"1514",36081018101,4090
"1515",36081018102,3928
"1516",36081018200,2267
"1517",36081018300,6031
"1518",36081018401,2054
"1519",36081018402,2223
"1520",36081018501,3611
"1521",36081018502,3633
"1522",36081018600,1623
"1523",36081018700,3088
"1524",36081018800,1236
"1525",36081018900,3492
"1526",36081019000,1969
"1527",36081019200,1914
"1528",36081019400,2628
"1529",36081019600,2643
"1530",36081019800,2930
"1531",36081019900,1028
"1532",36081000200,2829
"1533",36081002000,1797
"1534",36081020200,1387
"1535",36081020400,2098
"1536",36081020500,1202
"1537",36081020600,1712
"1538",36081020800,2539
"1539",36081021200,2754
"1540",36081021400,6194
"1541",36081021600,4016
"1542",36081002200,2077
"1543",36081022001,6074
"1544",36081022002,5569
"1545",36081023000,1795
"1546",36081023200,5090
"1547",36081023500,8278
"1548",36081023600,2638
"1549",36081023800,5101
"1550",36081002400,2145
"1551",36081024000,5464
"1552",36081024300,5440
"1553",36081024500,4942
"1554",36081024700,1509
"1555",36081024900,5546
"1556",36081002500,7571
"1557",36081025100,5720
"1558",36081025301,4591
"1559",36081025302,2876
"1560",36081025400,8207
"1561",36081025500,1507
"1562",36081025700,1542
"1563",36081025800,1978
"1564",36081025900,3516
"1565",36081002600,2055
"1566",36081026000,2339
"1567",36081026100,7414
"1568",36081026200,1465
"1569",36081026300,6220
"1570",36081026400,2257
"1571",36081026500,4494
"1572",36081026600,1755
"1573",36081026700,6002
"1574",36081026901,5304
"1575",36081026902,4444
"1576",36081027000,1647
"1577",36081027100,8726
"1578",36081027200,1846
"1579",36081027300,8631
"1580",36081027400,1735
"1581",36081027500,6887
"1582",36081027600,1165
"1583",36081027700,8757
"1584",36081027800,2256
"1585",36081027900,6317
"1586",36081002800,3033
"1587",36081028000,1551
"1588",36081028100,5722
"1589",36081028200,1545
"1590",36081028300,7415
"1591",36081028400,3438
"1592",36081028500,4729
"1593",36081028700,6232
"1594",36081028800,4230
"1595",36081028900,5176
"1596",36081029100,7039
"1597",36081029300,1351
"1598",36081029400,6664
"1599",36081029500,3670
"1600",36081029700,2162
"1601",36081003000,1399
"1602",36081030600,4213
"1603",36081030902,7992
"1604",36081030903,6743
"1605",36081030904,3712
"1606",36081003100,1388
"1607",36081031700,6151
"1608",36081003200,1504
"1609",36081032000,4645
"1610",36081032700,4255
"1611",36081032800,2409
"1612",36081032900,4018
"1613",36081003300,2474
"1614",36081033000,6170
"1615",36081033401,3128
"1616",36081033402,12575
"1617",36081033700,3619
"1618",36081033900,3400
"1619",36081003400,2201
"1620",36081034700,3268
"1621",36081035100,4240
"1622",36081035200,2414
"1623",36081035300,2690
"1624",36081035700,4947
"1625",36081035800,3927
"1626",36081003600,3295
"1627",36081036100,2426
"1628",36081036300,2397
"1629",36081036500,3885
"1630",36081036600,2592
"1631",36081036700,2676
"1632",36081036800,2362
"1633",36081037100,1597
"1634",36081037300,2532
"1635",36081037500,3783
"1636",36081037600,5598
"1637",36081037700,4227
"1638",36081037900,6214
"1639",36081003800,2287
"1640",36081038100,6808
"1641",36081038400,2333
"1642",36081003900,1592
"1643",36081039400,2814
"1644",36081039800,1657
"1645",36081039900,4132
"1646",36081000400,4413
"1647",36081004001,2134
"1648",36081004002,1270
"1649",36081040000,1267
"1650",36081040100,7527
"1651",36081040200,1368
"1652",36081040300,6777
"1653",36081040400,3918
"1654",36081040500,3303
"1655",36081040700,8304
"1656",36081040900,5094
"1657",36081041100,3947
"1658",36081041300,4464
"1659",36081041400,4033
"1660",36081041500,4278
"1661",36081004200,4120
"1662",36081042400,2161
"1663",36081042600,512
"1664",36081042700,4604
"1665",36081004300,2437
"1666",36081043200,1166
"1667",36081043400,1956
"1668",36081043701,3381
"1669",36081043702,6476
"1670",36081043900,4790
"1671",36081004401,3500
"1672",36081044000,3669
"1673",36081044301,4033
"1674",36081044302,5223
"1675",36081044400,3236
"1676",36081044601,3367
"1677",36081044602,4596
"1678",36081044800,2571
"1679",36081004500,2975
"1680",36081045000,1943
"1681",36081045200,1153
"1682",36081045400,4773
"1683",36081045500,12330
"1684",36081045600,1338
"1685",36081045700,3355
"1686",36081045800,2016
"1687",36081045900,3975
"1688",36081046000,6006
"1689",36081046100,3089
"1690",36081046200,7296
"1691",36081046300,4284
"1692",36081046400,1643
"1693",36081046500,4247
"1694",36081046600,3058
"1695",36081046700,7112
"1696",36081046800,3829
"1697",36081046900,8570
"1698",36081004700,3984
"1699",36081047000,3247
"1700",36081047100,4425
"1701",36081047200,3760
"1702",36081047300,3997
"1703",36081047500,4835
"1704",36081047600,1326
"1705",36081047800,5294
"1706",36081047900,5456
"1707",36081048000,2506
"1708",36081048100,6781
"1709",36081048200,1452
"1710",36081048300,4047
"1711",36081048400,4979
"1712",36081048500,4598
"1713",36081048900,1486
"1714",36081049200,4750
"1715",36081049301,2134
"1716",36081049302,2811
"1717",36081049500,1358
"1718",36081049600,3030
"1719",36081049700,3021
"1720",36081049900,5071
"1721",36081050000,4323
"1722",36081050201,1410
"1723",36081050202,1344
"1724",36081050400,1831
"1725",36081050500,1657
"1726",36081050600,1553
"1727",36081050700,3442
"1728",36081050800,1837
"1729",36081005100,2231
"1730",36081051000,1540
"1731",36081051100,2097
"1732",36081051200,2619
"1733",36081051300,2367
"1734",36081051500,2852
"1735",36081051600,1866
"1736",36081051700,1957
"1737",36081051800,1931
"1738",36081005200,2751
"1739",36081052000,1521
"1740",36081052100,1983
"1741",36081052200,1532
"1742",36081052400,1739
"1743",36081052500,2063
"1744",36081052600,1802
"1745",36081052800,1442
"1746",36081005300,5340
"1747",36081053000,2240
"1748",36081053100,3114
"1749",36081053200,1675
"1750",36081053401,1907
"1751",36081053500,1123
"1752",36081053601,1577
"1753",36081053800,1755
"1754",36081053900,4147
"1755",36081005400,5257
"1756",36081054000,4222
"1757",36081054200,5074
"1758",36081054500,3722
"1759",36081054700,4643
"1760",36081054800,2319
"1761",36081054900,5308
"1762",36081005500,1067
"1763",36081055100,4573
"1764",36081055200,3064
"1765",36081055300,2454
"1766",36081055400,2303
"1767",36081055500,2147
"1768",36081055600,2153
"1769",36081055700,3915
"1770",36081055800,1732
"1771",36081055900,1217
"1772",36081056000,1647
"1773",36081056200,1517
"1774",36081056400,1783
"1775",36081056500,1567
"1776",36081056600,1487
"1777",36081056700,4574
"1778",36081056800,4550
"1779",36081005700,4321
"1780",36081057700,3625
"1781",36081057900,1592
"1782",36081005800,5414
"1783",36081058000,3641
"1784",36081058100,2662
"1785",36081058200,4490
"1786",36081058300,3254
"1787",36081058500,4062
"1788",36081058700,3296
"1789",36081058900,4196
"1790",36081005900,4169
"1791",36081059000,1074
"1792",36081059100,5826
"1793",36081059200,1280
"1794",36081059300,3881
"1795",36081059400,1537
"1796",36081059500,4700
"1797",36081059600,1304
"1798",36081059800,1643
"1799",36081059900,1525
"1800",36081000600,3729
"1801",36081060000,1056
"1802",36081060100,2111
"1803",36081060300,1706
"1804",36081060600,1381
"1805",36081060800,1413
"1806",36081006100,5644
"1807",36081061000,1268
"1808",36081061200,1597
"1809",36081061301,5295
"1810",36081061400,1234
"1811",36081061601,2180
"1812",36081061602,1152
"1813",36081061800,1583
"1814",36081061900,2783
"1815",36081006201,5128
"1816",36081006202,6253
"1817",36081062000,1440
"1818",36081062100,2746
"1819",36081062200,1983
"1820",36081062300,1789
"1821",36081062500,2388
"1822",36081062600,2620
"1823",36081062700,2879
"1824",36081062900,2782
"1825",36081006300,5949
"1826",36081063000,1579
"1827",36081063200,2134
"1828",36081063301,1416
"1829",36081063302,1476
"1830",36081063500,2513
"1831",36081063700,3148
"1832",36081063800,3425
"1833",36081063900,2747
"1834",36081064101,1960
"1835",36081064500,1979
"1836",36081064600,2829
"1837",36081006501,3676
"1838",36081006502,3853
"1839",36081065000,2650
"1840",36081065400,2788
"1841",36081065600,4853
"1842",36081065702,1675
"1843",36081065703,2597
"1844",36081065900,1666
"1845",36081066000,3233
"1846",36081066100,1495
"1847",36081066300,2601
"1848",36081066400,9612
"1849",36081066501,3275
"1850",36081066701,2575
"1851",36081066900,1706
"1852",36081067100,2100
"1853",36081067700,1786
"1854",36081067900,4094
"1855",36081068000,4708
"1856",36081068200,1102
"1857",36081068300,4210
"1858",36081068700,4630
"1859",36081006900,4611
"1860",36081069000,3252
"1861",36081069300,2883
"1862",36081069400,3314
"1863",36081069500,2128
"1864",36081069701,3616
"1865",36081069702,3911
"1866",36081000700,4790
"1867",36081070300,2010
"1868",36081070700,2303
"1869",36081070900,2483
"1870",36081007100,3963
"1871",36081071100,5272
"1872",36081071303,4973
"1873",36081071304,6136
"1874",36081071305,4871
"1875",36081071306,5811
"1876",36081071701,5161
"1877",36081071702,3921
"1878",36081071900,2630
"1879",36081072100,4963
"1880",36081072300,2127
"1881",36081072900,1363
"1882",36081007300,4231
"1883",36081073100,1515
"1884",36081073700,2042
"1885",36081073900,5028
"1886",36081074100,3015
"1887",36081074300,4221
"1888",36081074500,3571
"1889",36081074700,3386
"1890",36081074900,1453
"1891",36081007500,4116
"1892",36081075701,4678
"1893",36081075702,4481
"1894",36081076901,4056
"1895",36081076902,1371
"1896",36081007700,1478
"1897",36081077300,2234
"1898",36081077500,2273
"1899",36081077902,5263
"1900",36081077903,2972
"1901",36081077904,6155
"1902",36081077905,2455
"1903",36081077906,3633
"1904",36081077907,3193
"1905",36081077908,3755
"1906",36081078800,1818
"1907",36081007900,3493
"1908",36081079000,2549
"1909",36081079200,2280
"1910",36081079701,7055
"1911",36081079702,4502
"1912",36081079900,3425
"1913",36081000800,3360
"1914",36081080301,4382
"1915",36081080302,3504
"1916",36081080900,6850
"1917",36081008100,1188
"1918",36081081400,3543
"1919",36081081800,3478
"1920",36081008300,2950
"1921",36081083700,5388
"1922",36081083800,4970
"1923",36081084000,6478
"1924",36081084500,5318
"1925",36081084601,2730
"1926",36081084900,7642
"1927",36081008500,1270
"1928",36081085300,5764
"1929",36081085500,6649
"1930",36081085700,5953
"1931",36081085900,5873
"1932",36081008600,2811
"1933",36081086100,2370
"1934",36081086300,7277
"1935",36081086400,2634
"1936",36081086500,4514
"1937",36081086900,2131
"1938",36081008700,4582
"1939",36081087100,1752
"1940",36081008800,3095
"1941",36081088400,7337
"1942",36081088901,10266
"1943",36081089200,7430
"1944",36081090700,1355
"1945",36081009100,2796
"1946",36081091601,4079
"1947",36081091900,5766
"1948",36081092200,2206
"1949",36081092500,3681
"1950",36081092800,3246
"1951",36081092900,6496
"1952",36081093401,3789
"1953",36081093402,3657
"1954",36081093800,5218
"1955",36081093900,4400
"1956",36081009400,2834
"1957",36081094201,3380
"1958",36081094202,4700
"1959",36081094203,5369
"1960",36081094500,3971
"1961",36081094700,2577
"1962",36081009500,2289
"1963",36081095400,5368
"1964",36081009600,3135
"1965",36081096400,4441
"1966",36081009700,3580
"1967",36081097202,2795
"1968",36081097203,6865
"1969",36081097204,3544
"1970",36081097300,2016
"1971",36081009800,2688
"1972",36081098100,2249
"1973",36081098700,2444
"1974",36081099100,6507
"1975",36081099200,3803
"1976",36081099701,2670
"1977",36081099703,3892
"1978",36081099704,6868
"1979",36081099705,2632
"1980",36081099801,7608
"1981",36081099802,5283
"1982",36085010500,5153
"1983",36085001100,3987
"1984",36085011201,5758
"1985",36085011202,6428
"1986",36085011401,3067
"1987",36085011402,3450
"1988",36085012100,3065
"1989",36085012200,3813
"1990",36085012500,2939
"1991",36085012804,4259
"1992",36085012805,3158
"1993",36085012806,5955
"1994",36085013201,1558
"1995",36085013203,5433
"1996",36085013204,4843
"1997",36085013301,1633
"1998",36085013302,3587
"1999",36085013400,3946
"2000",36085013800,6535
"2001",36085014100,2690
"2002",36085014604,6422
"2003",36085014605,3836
"2004",36085014606,6372
"2005",36085014607,4552
"2006",36085014608,3510
"2007",36085014700,3412
"2008",36085015100,5141
"2009",36085015601,6330
"2010",36085015602,3320
"2011",36085015603,4265
"2012",36085016901,2970
"2013",36085001700,1788
"2014",36085017005,4507
"2015",36085017007,4968
"2016",36085017008,7388
"2017",36085017009,4299
"2018",36085017010,8583
"2019",36085017011,4549
"2020",36085017012,4279
"2021",36085017300,2523
"2022",36085017600,4815
"2023",36085017700,7001
"2024",36085001800,731
"2025",36085018100,2974
"2026",36085018701,1807
"2027",36085018702,7485
"2028",36085018901,5333
"2029",36085018902,5064
"2030",36085019700,1867
"2031",36085019800,6300
"2032",36085002001,2504
"2033",36085002002,3258
"2034",36085020100,3572
"2035",36085020700,6399
"2036",36085020801,8977
"2037",36085020803,6463
"2038",36085020804,5323
"2039",36085002100,4236
"2040",36085021300,5376
"2041",36085022300,2880
"2042",36085022600,8490
"2043",36085023100,4683
"2044",36085023900,3250
"2045",36085024401,5823
"2046",36085024402,4259
"2047",36085024700,2702
"2048",36085024800,4741
"2049",36085025100,5714
"2050",36085002700,2217
"2051",36085027301,3820
"2052",36085027302,3667
"2053",36085027702,6193
"2054",36085027704,4108
"2055",36085027705,5351
"2056",36085027706,2950
"2057",36085027900,2137
"2058",36085002900,5207
"2059",36085029102,2953
"2060",36085029103,7245
"2061",36085029104,6735
"2062",36085000300,1927
"2063",36085030301,4929
"2064",36085030302,6369
"2065",36085031901,3265
"2066",36085031902,4848
"2067",36085032300,1250
"2068",36085003300,3402
"2069",36085003600,2510
"2070",36085003900,2197
"2071",36085004000,12998
"2072",36085004700,3863
"2073",36085005000,3847
"2074",36085005900,2635
"2075",36085000600,2408
"2076",36085006400,3550
"2077",36085006700,2758
"2078",36085000700,4915
"2079",36085007000,8525
"2080",36085007400,4693
"2081",36085007500,3914
"2082",36085007700,1535
"2083",36085000800,5583
"2084",36085008100,4301
"2085",36085000900,2112
"2086",36085009601,4024
"2087",36085009602,3461
"2088",36085009700,3925
